Date,TotalValue
2022-01-11,98316.11530034032
2022-01-12,98629.01855556454
2022-01-13,99181.99411808338
2022-01-14,99181.99411808338
2022-01-17,99181.99411808338
2022-01-18,99181.99411808338
2022-01-19,99181.99411808338
2022-01-20,99181.99411808338
2022-01-21,99181.99411808338
2022-01-24,99181.99411808338
2022-01-25,99181.99411808338
2022-01-26,99181.99411808338
2022-01-27,99181.99411808338
2022-01-28,99082.91151785676
2022-01-31,99130.42468190019
2022-02-01,99817.26752161805
2022-02-02,100211.12664460961
2022-02-03,100442.1440403444
2022-02-04,101649.34291481797
2022-02-07,101821.67879795854
2022-02-08,101713.32250547234
2022-02-09,101520.483060239
2022-02-10,101522.79302227322
2022-02-11,101469.49435698811
2022-02-14,101020.89549147908
2022-02-15,100498.92884099309
2022-02-16,100947.4641295654
2022-02-17,101111.6727609617
2022-02-18,101033.52610957448
2022-02-21,100595.59757327859
2022-02-22,100528.47092425649
2022-02-23,100701.58032679383
2022-02-24,100493.23870515649
2022-02-25,99470.99573576276
2022-02-28,99385.34700584237
2022-03-01,99695.24218773667
2022-03-02,98956.06493294064
2022-03-03,98774.61635553662
2022-03-04,98370.17167258088
2022-03-07,96660.74678647344
2022-03-08,96578.81730735127
2022-03-09,96871.43015861337
2022-03-10,98432.25455128972
2022-03-11,97899.95664858643
2022-03-14,97172.18085777585
2022-03-15,97271.0747828466
