Date.,EURUSD=X.Open,EURUSD=X.High,EURUSD=X.Low,EURUSD=X.Close,EURUSD=X.Volume,EURUSD=X.Dividends,EURUSD=X.Stock Splits,GBPUSD=X.Open,GBPUSD=X.High,GBPUSD=X.Low,GBPUSD=X.Close,GBPUSD=X.Volume,GBPUSD=X.Dividends,GBPUSD=X.Stock Splits,EURUSD=X_Return,EURUSD=X_CumReturn,EURUSD=X_SMA_50,EURUSD=X_SMA_200,EURUSD=X_Momentum,EURUSD=X_RSI_14,EURUSD=X_BB_High,EURUSD=X_BB_Low,EURUSD=X_BB_Width,GBPUSD=X_Return,GBPUSD=X_CumReturn,GBPUSD=X_SMA_50,GBPUSD=X_SMA_200,GBPUSD=X_Momentum,GBPUSD=X_RSI_14,GBPUSD=X_BB_High,GBPUSD=X_BB_Low,GBPUSD=X_BB_Width
2021-07-09,1.1846938133239746,1.1874650716781616,1.1825222969055176,1.184800386428833,0,0.0,0.0,1.3793102502822876,1.3877323865890503,1.376045823097229,1.3790820837020874,0,0.0,0.0,0.0046301331645948185,0.010883538258070535,1.206290204524994,1.2008154380321503,-0.026662796361835106,36.482378998150296,1.2113298431885022,1.1738394363868458,0.037490406801656384,-0.0007447395963843251,0.06648551701631278,1.4021300745010377,1.367164757847786,-0.02676800851770933,37.298895450004785,1.4112670280249069,1.3698080323426778,0.041458995682229105
2021-07-12,1.1873664855957031,1.1882128715515137,1.183670163154602,1.187295913696289,0,0.0,0.0,1.389854073524475,1.3910139799118042,1.3840447664260864,1.3899506330490112,0,0.0,0.0,0.0021062849877842016,0.013012747079101716,1.20598060131073,1.2008916956186295,-0.019590452589017815,40.281813425221195,1.2082321103760456,1.1745647255233076,0.033667384852738014,0.007881002498232537,0.07489049204024711,1.402289505004883,1.367648965716362,-0.015567453053131564,48.06092667836118,1.4076981850285981,1.3711788586954623,0.036519326333135815
2021-07-13,1.1864930391311646,1.1877895593643188,1.1793426275253296,1.186521053314209,0,0.0,0.0,1.388966083526611,1.390627145767212,1.380167007446289,1.3886960744857788,0,0.0,0.0,-0.0006526261676987888,0.012351628452145436,1.2055884790420532,1.2009280741214752,-0.021203138361855722,39.491901633844286,1.204069755900306,1.1761567846651846,0.027912971235121375,-0.0009025921737093601,0.07392030429453689,1.4022559094429017,1.368096155524254,-0.015803277364448753,47.05689737859255,1.4036735926683506,1.3729736174528047,0.030699975215545905
2021-07-14,1.177440166473389,1.1828006505966189,1.1772600412368774,1.1775373220443726,0,0.0,0.0,1.3804336786270142,1.3891011476516724,1.380243182182312,1.3806052207946775,0,0.0,0.0,-0.007571489140241527,0.004686619091214261,1.2051091384887695,1.200946940779686,-0.02900272114005953,31.724405367609847,1.1989343121197436,1.1777750418040542,0.021159270315689316,-0.00582622349105244,0.06766340459013787,1.4020917797088623,1.3685575425624847,-0.019563181034917165,41.09443859258123,1.3996468188054714,1.3742455957643835,0.025401223041087828
2021-07-15,1.1833338737487793,1.1851149797439575,1.1805957555770874,1.1833338737487793,0,0.0,0.0,1.3857133388519287,1.389757513999939,1.3814061880111694,1.385809302330017,0,0.0,0.0,0.0049226055054825135,0.009632294973637379,1.2047598695755004,1.2009798729419707,-0.013525593267046498,39.93362831935337,1.1969897249531916,1.1780971547770331,0.01889257017615842,0.0037694204374687512,0.07168787684773736,1.4019884586334228,1.369027808904648,-0.009478915681642275,45.8473150225476,1.3977025503323304,1.3748636966540586,0.022838853678271764
2021-07-16,1.1813069581985474,1.182300090789795,1.1793996095657349,1.1811814308166504,0,0.0,0.0,1.3829728364944458,1.3861935138702393,1.377429485321045,1.3829728364944458,0,0.0,0.0,-0.001818965027435615,0.007795809138510856,1.2042463994026185,1.201002278327942,-0.008528176162252654,38.10162332287064,1.1967003357883281,1.177370547008913,0.019329788779415047,-0.0020467937621736487,0.06949435278640825,1.4018508338928222,1.3694724422693252,-0.007813843667193732,43.77413987902625,1.3966890724511,1.3747880307822373,0.021901041668862753
2021-07-19,1.1811535358428955,1.1823265552520752,1.176429033279419,1.1814005374908447,0,0.0,0.0,1.3762162923812866,1.3762919902801514,1.3665682077407837,1.376386642456055,0,0.0,0.0,0.00018549789937249983,0.00798275314410235,1.2035322570800782,1.2010008615255356,-0.005024521221739908,38.41136319752969,1.1967062346517172,1.176768053335038,0.019938181316679238,-0.004762345191887896,0.06440105149766473,1.4012961721420287,1.3698385286331176,-0.003853972490556412,39.327241369513516,1.3970429031231921,1.3739016922137224,0.023141210909469745
2021-07-20,1.1792453527450562,1.1804006099700928,1.175709843635559,1.1793843507766724,0,0.0,0.0,1.366867184638977,1.3688691854476929,1.357367753982544,1.3669979572296145,0,0.0,0.0,-0.0017066072430054202,0.006262522476762067,1.2028380799293519,1.2009897130727767,-0.009965794991504517,36.59660613210377,1.1963759416017934,1.1759111649121838,0.020464776689609554,-0.006821255697226913,0.057140499761001884,1.4003735733032228,1.3701406449079514,-0.01834237385755,34.02147972509701,1.3978195333381411,1.3705708122352844,0.0272487211028567
2021-07-21,1.178550362586975,1.1802752017974854,1.175364375114441,1.1784114837646484,0,0.0,0.0,1.3634566068649292,1.3694878816604614,1.359194278717041,1.3633265495300293,0,0.0,0.0,-0.000824893946899663,0.005432462612978917,1.2021173095703126,1.2010106760263444,-0.012785747377552115,35.719658842237095,1.1955288255610208,1.1752320801816243,0.02029674537939652,-0.0026857448324397737,0.054301290126606006,1.3993635606765746,1.3704896414279937,-0.022699373553724533,32.19244985084181,1.3980838692481374,1.3671399318878799,0.03094393736025758
2021-07-22,1.179523468017578,1.1829839944839478,1.1766643524169922,1.179273009300232,0,0.0,0.0,1.371260643005371,1.3787587881088257,1.3693002462387085,1.3714035749435425,0,0.0,0.0,0.0007310905803727952,0.006167524815596348,1.2015457582473754,1.2010350501537324,-0.01176921066680292,37.15580036195295,1.1944699700301522,1.1748864953095086,0.01958347472064359,0.005924497998148315,0.06054749600940634,1.3986642146110535,1.3708404779434205,-0.01814359629218032,39.85339318651475,1.39611412357942,1.3665754787956106,0.02953864478380952
2021-07-23,1.1773570775985718,1.178550362586975,1.1755993366241455,1.177273869514465,0,0.0,0.0,1.3774104118347168,1.3780938386917114,1.372118592262268,1.377389669418335,0,0.0,0.0,-0.0016952306802587858,0.004461838758048842,1.2009366464614868,1.2010678523778915,-0.01320908595663195,35.19103455764038,1.1933981834244431,1.1743823947120011,0.019015788712442028,0.004364940112569604,0.06517672231602312,1.3981102800369263,1.3712763959169387,-0.010276627702344165,44.82843043117459,1.3946940211067327,1.3665653916587708,0.028128629447961906
2021-07-26,1.1773016452789309,1.1817537546157837,1.1764568090438845,1.177343249320984,0,0.0,0.0,1.375723958015442,1.3832980394363403,1.3737962245941162,1.3757808208465576,0,0.0,0.0,5.8932597007066434e-05,0.004521034302801263,1.200182764530182,1.2010968178510666,-0.014128146248419182,35.31886562155738,1.1916956738830817,1.1743976994155634,0.01729797446751835,-0.0011680417005427435,0.0639325514859106,1.3974223232269287,1.3716914266347886,-0.00987806735143415,43.780288465863535,1.3935398948548021,1.3663469540717423,0.027192940783059782
